"Sciezka Folderu";"Nazwa Pliku";"Rozszerzenie";"Czas Trwania";"Data Utworzenia"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"14 - 𝙀𝙢𝙥𝙩𝙮 𝘿𝙧𝙚𝙖𝙢𝙨";".mp3";"00:02:15";"2026-05-08 11:18:47"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"140 - Louis Armstrong - We Have All The Time In The World ｜ No Time To Die OST";".mp3";"00:03:47";"2026-05-08 11:03:31"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"142 - Mariah Carey - Fantasy (Official 4K Video)";".mp3";"00:04:08";"2026-05-08 11:03:36"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"143 - Michael Jackson - The Way You Make Me Feel (Official Video)";".mp3";"00:06:43";"2026-05-08 11:03:41"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"144 - PAWEŁ DOMAGAŁA - Weź nie pytaj (Official video)";".mp3";"00:04:23";"2026-05-08 11:03:48"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"145 - Easy";".mp3";"00:03:06";"2026-05-08 11:03:54"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"146 - Can You Feel the Love Tonight (End Title⧸ From ＂The Lion King＂⧸Soundtrack Version)";".mp3";"00:04:02";"2026-05-08 11:03:58"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"147 - Musical Suicide";".mp3";"00:01:29";"2026-05-08 11:04:02"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"148 - Vanessa-Mae - Toccata and Fugue in D Minor (Official Video)";".mp3";"00:03:50";"2026-05-08 11:04:05"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"149 - Europe - The Final Countdown (Official Video)";".mp3";"00:04:56";"2026-05-08 11:04:10"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"15 - EMPTY DREAMS (Instrumental)";".mp3";"00:02:24";"2026-05-08 11:18:52"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"150 - Sweet Home Alabama";".mp3";"00:04:43";"2026-05-08 11:04:15"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"151 - Yugopolis & Maciej Maleńczuk - ＂Ostatnia nocka＂ (official audio).";".mp3";"00:03:10";"2026-05-08 11:04:20"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"152 - The Beatles - The Beatles - Don't Let Me Down (Live Performance) [Mono ⧸ 2009 Remaster]";".mp3";"00:03:31";"2026-05-08 11:04:24"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"153 - The Beatles - The Beatles - Hey Jude (Official Music Video) [Remastered 2015]";".mp3";"00:08:09";"2026-05-08 11:04:28"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"154 - The Tokens - The Lion Sleeps Tonight (Wimoweh) (Audio)";".mp3";"00:02:41";"2026-05-08 11:04:36"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"155 - BLACK SABBATH - ＂Paranoid＂ (Official Video)";".mp3";"00:02:51";"2026-05-08 11:04:40"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"156 - Baby, I Love Your Way";".mp3";"00:04:09";"2026-05-08 11:04:44"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"157 - Elton John, Kiki Dee - Don't Go Breaking My Heart (with Kiki Dee)";".mp3";"00:04:16";"2026-05-08 11:04:48"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"158 - Toto - Rosanna (Official HD Video)";".mp3";"00:05:31";"2026-05-08 11:04:53"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"159 - Get Down Tonight";".mp3";"00:05:20";"2026-05-08 11:04:59"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"16 - Adult Swim Bump - Go To Bed";".mp3";"00:05:22";"2026-05-08 11:18:56"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"160 - Van McCoy - The Hustle And Best Of - The Hustle (Original Mix)";".mp3";"00:03:46";"2026-05-08 11:05:05"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"161 - Johnny Cash - Ring of Fire (Official Audio)";".mp3";"00:02:40";"2026-05-08 11:05:10"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"162 - Leonard Cohen - Hallelujah (Official Audio)";".mp3";"00:04:38";"2026-05-08 11:05:13"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"163 - Dreams (2004 Remaster)";".mp3";"00:04:17";"2026-05-08 11:05:19"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"165 - That's Life (2008 Remastered)";".mp3";"00:03:07";"2026-05-08 11:05:24"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"166 - Fly Me To The Moon (2008 Remastered)";".mp3";"00:02:27";"2026-05-08 11:05:29"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"167 - The Doors - Riders On The Storm";".mp3";"00:07:09";"2026-05-08 11:05:32"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"168 - Bryan Adams - (Everything I Do) I Do It For You";".mp3";"00:06:32";"2026-05-08 11:05:39"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"169 - Toto - Hold The Line (Official Video)";".mp3";"00:03:58";"2026-05-08 11:05:46"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"17 - Takarajima";".mp3";"00:04:57";"2026-05-08 11:19:02"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"170 - To Love Somebody";".mp3";"00:03:02";"2026-05-08 11:05:50"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"171 - Bee Gees - Night Fever";".mp3";"00:03:28";"2026-05-08 11:05:54"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"172 - Bee Gees - Too Much Heaven";".mp3";"00:04:59";"2026-05-08 11:05:59"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"173 - Bee Gees - Stayin' Alive (Official Music Video)";".mp3";"00:04:09";"2026-05-08 11:06:04"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"174 - BEE GEES - How Deep Is Your Love - acapella - ＊＊Awesome Quality＊＊ LIVE 1998";".mp3";"00:01:44";"2026-05-08 11:06:09"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"175 - You Should Be Dancing";".mp3";"00:04:16";"2026-05-08 11:06:12"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"176 - Michael Jackson - P.Y.T. (Pretty Young Thing) (Official Audio)";".mp3";"00:04:00";"2026-05-08 11:06:17"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"177 - Play That Funky Music";".mp3";"00:05:00";"2026-05-08 11:06:22"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"178 - Fortunate Son";".mp3";"00:02:20";"2026-05-08 11:06:27"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"179 - For Once In My Life";".mp3";"00:02:49";"2026-05-08 11:06:30"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"18 - BOOM - Evil (Official Video)";".mp3";"00:03:36";"2026-05-08 11:19:07"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"180 - Bill Withers - Lovely Day (Official Audio)";".mp3";"00:04:15";"2026-05-08 11:06:34"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"181 - The White Stripes - Seven Nation Army (Official Music Video)";".mp3";"00:03:58";"2026-05-08 11:06:39"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"183 - Oh! Darling (Remastered 2009)";".mp3";"00:03:27";"2026-05-08 11:06:45"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"184 - Happy Together - The Turtles (1967)";".mp3";"00:02:57";"2026-05-08 11:06:49"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"185 - Bill Withers - Ain't No Sunshine (Official Audio)";".mp3";"00:02:06";"2026-05-08 11:06:53"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"186 - Los Lobos & Gipsy Kings - La Bamba (With Lyrics)";".mp3";"00:04:41";"2026-05-08 11:06:56"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"187 - Gipsy Kings - Bamboléo (Official Video)";".mp3";"00:03:57";"2026-05-08 11:07:01"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"188 - Gipsy Kings - Volare (Official Video)";".mp3";"00:03:41";"2026-05-08 11:07:06"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"189 - Toto - Africa (Official HD Video)";".mp3";"00:04:31";"2026-05-08 11:07:10"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"19 - linga guli guli (Slowed)";".mp3";"00:01:25";"2026-05-08 11:19:13"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"191 - Pulp Fiction OST - 15 Surf Rider";".mp3";"00:03:19";"2026-05-08 11:07:16"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"192 - Pulp Fiction Misirlou";".mp3";"00:02:16";"2026-05-08 11:07:20"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"193 - Urge Overkill - Girl You'll Be a Woman Soon";".mp3";"00:03:08";"2026-05-08 11:07:22"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"194 - Blondie - Heart Of Glass";".mp3";"00:03:42";"2026-05-08 11:07:26"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"195 - Time To Say Goodbye";".mp3";"00:04:05";"2026-05-08 11:07:31"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"196 - Santo & Johnny - Sleep walk [Original instrumental]";".mp3";"00:02:27";"2026-05-08 11:07:35"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"197 - Black Sabbath - Iron Man";".mp3";"00:05:51";"2026-05-08 11:07:39"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"198 - Village People - YMCA (OFFICIAL Music Video 1978)";".mp3";"00:04:01";"2026-05-08 11:07:44"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"199 - Come A Little Bit Closer - Jay & The Americans ｜ TV Spot [Guardians of the Galaxy Volume 2]";".mp3";"00:02:45";"2026-05-08 11:07:48"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"20 - DECO＊27 - モニタリング feat. 初音ミク";".mp3";"00:03:01";"2026-05-08 11:19:16"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"200 - George Harrison - Got My Mind Set On You (Version II)";".mp3";"00:03:51";"2026-05-08 11:07:51"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"202 - Whitney Houston - I Wanna Dance With Somebody (Who Loves Me) (Official 4K Video)";".mp3";"00:05:14";"2026-05-08 11:07:56"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"203 - Born To Be Wild";".mp3";"00:03:30";"2026-05-08 11:08:02"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"204 - Bee Gees - How Deep Is Your Love (Official Video)";".mp3";"00:03:59";"2026-05-08 11:08:06"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"205 - Scarface - Push it to the limit (Extended Version)";".mp3";"00:05:11";"2026-05-08 11:08:11"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"207 - Guajira guantanamera";".mp3";"00:05:12";"2026-05-08 11:08:17"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"208 - Whitney Houston - Run To You (Official HD Video)";".mp3";"00:04:19";"2026-05-08 11:08:22"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"209 - The Police - Every Breath You Take (Official Music Video)";".mp3";"00:03:48";"2026-05-08 11:08:27"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"21 - 【30分耐久フリーBGM】milk and sugar - 茶葉のぎか";".mp3";"00:33:00";"2026-05-08 11:19:26"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"210 - The Jacksons - Blame It On the Boogie (Official Video)";".mp3";"00:03:32";"2026-05-08 11:08:31"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"211 - Bob Dylan - The Man in Me (Official Audio)";".mp3";"00:03:07";"2026-05-08 11:08:35"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"212 - Susanna";".mp3";"00:04:45";"2026-05-08 11:08:39"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"213 - Luciano Pavarotti - La Donna È Mobile (Rigoletto)";".mp3";"00:02:50";"2026-05-08 11:08:45"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"214 - Smash Mouth - All Star";".mp3";"00:03:56";"2026-05-08 11:08:48"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"215 - Double Trouble (Film Version)";".mp3";"00:02:54";"2026-05-08 11:08:52"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"216 - Grosza daj wiedźminowi (Toss a Coin to Your Witcher - Polish version) Studio Accantus";".mp3";"00:03:38";"2026-05-08 11:08:56"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"219 - Budka Suflera Jolka Jolka + tekst";".mp3";"00:06:40";"2026-05-08 11:09:01"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"22 - Azumanga Daioh - Osanpo desu Extended";".mp3";"00:05:06";"2026-05-08 11:19:55"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"220 - Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers";".mp3";"00:04:08";"2026-05-08 11:09:06"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"221 - Skaldowie - Wszystko mi mówi, że mnie ktoś pokochał [Official Audio]";".mp3";"00:02:14";"2026-05-08 11:09:11"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"222 - Czerwone Gitary - Ciągle pada [Official Audio]";".mp3";"00:03:43";"2026-05-08 11:09:14"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"223 - Michael Jackson - Beat It (Official 4K Video)";".mp3";"00:04:58";"2026-05-08 11:09:18"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"224 - Michael Jackson - Smooth Criminal (Official Video)";".mp3";"00:09:25";"2026-05-08 11:09:23"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"225 - Rick Astley - Never Gonna Give You Up (Official Video) (4K Remaster)";".mp3";"00:03:33";"2026-05-08 11:09:32"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"226 - Queen - Don't Stop Me Now (Official Video)";".mp3";"00:03:31";"2026-05-08 11:09:37"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"227 - Earth, Wind & Fire - September (Official HD Video)";".mp3";"00:03:35";"2026-05-08 11:09:40"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"228 - Boney M. - Rasputin (Sopot Festival 1979)";".mp3";"00:04:29";"2026-05-08 11:09:45"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"229 - Pink Floyd - Learning To Fly (Official Music Video HD)";".mp3";"00:04:30";"2026-05-08 11:09:49"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"23 - 頭ン痛 ⧸ 重音テトSV";".mp3";"00:02:56";"2026-05-08 11:20:01"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"230 - Philip George - Wish You Were Mine (Official Video)";".mp3";"00:03:25";"2026-05-08 11:09:53"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"231 - Christone ＂Kingfish＂ Ingram - Blues On The H.E.R. Stratocaster (Live)";".mp3";"00:04:19";"2026-05-08 11:09:57"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"232 - Major Lazer - Get Free ft. Amber of the Dirty Projectors";".mp3";"00:04:01";"2026-05-08 11:10:02"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"233 - Brushy One String ｜ Chicken in The Corn (Official Video)";".mp3";"00:03:13";"2026-05-08 11:10:06"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"235 - Santana - Maria Maria (Official Video) ft. The Product G&B";".mp3";"00:04:21";"2026-05-08 11:10:10"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"236 - Szanty - Bitwa + lyrics";".mp3";"00:03:30";"2026-05-08 11:10:14"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"237 - Razem z kolegami z załogi przeczekujesz sztorm w lokalnej tawernie śpiewając szanty";".mp3";"00:56:07";"2026-05-08 11:10:19"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"238 - Jak zrobić screenshot fragmentu ekranu w Windows？";".mp3";"00:00:10";"2026-05-08 11:11:04"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"239 - Cypis - Impra jest tu (Instrumental Remake)";".mp3";"00:02:39";"2026-05-08 11:11:05"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"24 - ライアーダンサー／重音テトSV";".mp3";"00:03:59";"2026-05-08 11:20:05"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"240 - The Beach Boys- Kokomo (HQ)";".mp3";"00:03:35";"2026-05-08 11:11:09"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"242 - Krzysztof Krawczyk, Edyta Bartosiewicz - Trudno tak (razem byc nam ze soba...) (Video)";".mp3";"00:03:47";"2026-05-08 11:11:14"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"243 - Krzysztof Krawczyk - Rysunek na szkle '98";".mp3";"00:04:40";"2026-05-08 11:11:19"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"244 - Krzysztof Krawczyk - Ostatni Raz Zatańczysz Ze Mną (HQ)";".mp3";"00:03:20";"2026-05-08 11:11:23"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"246 - Tears For Fears - Everybody Wants To Rule The World (Official Music Video)";".mp3";"00:04:50";"2026-05-08 11:11:29"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"247 - Chłopcy z Placu Broni - Kocham wolność";".mp3";"00:03:35";"2026-05-08 11:11:34"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"248 - Czesław Niemen, Akwarele - Dziwny Jest Ten Świat (HQ)";".mp3";"00:03:36";"2026-05-08 11:11:38"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"25 - 【初音ミク】ルービックキューブ English and romaji subs";".mp3";"00:03:14";"2026-05-08 11:20:14"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"250 - Creedence Clearwater Revival - Have You Ever Seen The Rain (Official)";".mp3";"00:03:03";"2026-05-08 11:11:45"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"251 - Goddess Power";".mp3";"00:10:05";"2026-05-08 11:11:49"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"252 - Matthew Wilder - Break My Stride (Audio)";".mp3";"00:03:06";"2026-05-08 11:11:59"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"253 - Grover Washington, Jr.  Mister Magic";".mp3";"00:09:04";"2026-05-08 11:12:03"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"259 - Umberto Tozzi & Monica Bellucci [Astérix y Obélix 2] - Ti Amo";".mp3";"00:04:18";"2026-05-08 11:12:27"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"26 - Cherry blossom season　- Hatsune Miku";".mp3";"00:04:30";"2026-05-08 11:20:18"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"261 - Orchestral Manoeuvres In The Dark - Enola Gay (Official Music Video)";".mp3";"00:03:24";"2026-05-08 11:12:33"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"262 - Lionel Richie- LADY";".mp3";"00:04:18";"2026-05-08 11:12:37"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"263 - Lionel Richie e Diana Ross  ｜  Endless Love";".mp3";"00:04:26";"2026-05-08 11:12:42"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"264 - Can't Smile Without You";".mp3";"00:03:12";"2026-05-08 11:12:47"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"268 - Berlin - Take My Breathe Away theme from Top Gun with Lyrics";".mp3";"00:04:13";"2026-05-08 11:12:57"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"27 - 【HD】 カミサマネジマキ 【GUMIオリジナル・PV付】- KEMU VOXX";".mp3";"00:03:45";"2026-05-08 11:20:23"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"28 - Nightcore - Clarity";".mp3";"00:04:01";"2026-05-08 11:20:27"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"29 - Hatsune Miku - Rubik's Cube";".mp3";"00:03:21";"2026-05-08 11:20:32"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"30 - 【東方】Bad Apple!! ＰＶ【影絵】";".mp3";"00:03:39";"2026-05-08 11:20:37"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"31 - Nightcore - Take A Hint";".mp3";"00:02:07";"2026-05-08 11:20:41"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"32 - Hanazawa Kana (花澤香菜) - Renai Circulation (Bakemonogatari OP) Lyrics Video (Kan⧸Rom⧸Eng)";".mp3";"00:04:12";"2026-05-08 11:20:44"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"33 - Azumanga Daioh Tomo Single - Poi Poi Peace (Throw-away Peace)";".mp3";"00:04:17";"2026-05-08 11:20:49"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"34 - Hatsune Miku ~ Triple Baka - Full Song (English Subtitles v2) [LamazeP - REUPLOAD w⧸subtitles added]";".mp3";"00:03:56";"2026-05-08 11:20:53"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"35 - Kyoufuu All Back (強風オールバック) ⧸ Gawr Gura Cover";".mp3";"00:02:17";"2026-05-08 11:20:57"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"36 - ろん -「おちゃめ機能」FUKKIRETA 【HD.256k.Kara】";".mp3";"00:01:30";"2026-05-08 11:21:00"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"37 - RAGE";".mp3";"00:01:22";"2026-05-08 11:21:03"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"38 - Testa Rossa - Midnight Love";".mp3";"00:02:51";"2026-05-08 11:21:06"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"40 - Bunny Girl";".mp3";"00:03:37";"2026-05-08 11:21:10"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"41 - BATMETAL";".mp3";"00:02:19";"2026-05-08 11:21:15"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"42 - 鳥の詩 Tori no Uta";".mp3";"00:06:07";"2026-05-08 11:21:18"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"43 - messages from the stars speed up";".mp3";"00:03:59";"2026-05-08 11:21:25"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"44 - Rah Band - Messages from the stars (slowed + reverb)";".mp3";"00:07:53";"2026-05-08 11:21:29"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"45 - Frutiger Aeropolis - Music theme";".mp3";"00:03:27";"2026-05-08 11:21:37"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"46 - Hey Lover";".mp3";"00:02:24";"2026-05-08 11:21:41"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"47 - Good Golly Miss Molly";".mp3";"00:02:07";"2026-05-08 11:21:45"
"C:\Users\wierz\Programy\prozipy\ffmpeg-7.1.1-essentials_build\bin\l";"48 - Bob Marley & The Wailers - Could You Be Loved (Official Music Video)";".mp3";"00:04:00";"2026-05-08 11:21:48"
